,symbol,concept,contexts,types,label
37379,sophia,creativeSpiritOfGod,generalOrUnknown,Simulation,creative spirit of God
37380,sophia,wisdomOfTheUniverse,generalOrUnknown,Simulation,wisdom of the universe
37381,sorrel,resignationToSorrow,generalOrUnknown,Simulation,resignation to sorrow
37382,sorrowfulGeranium,melancholyMind,flowerLanguage,Simulation,melancholy mind
37383,snow,impotence,generalOrUnknown,Simulation,impotence
37384,wall,impotence,generalOrUnknown,Simulation,impotence
37385,tailor,impotence,generalOrUnknown,Simulation,impotence
37386,sol,theSunPersonified,generalOrUnknown,Simulation,the sun (Personified)
37387,soldiersOnHorsebackInTheSky,portentOfWar,jewish,Simulation,portent of war
37388,warriorsSeenInTheSky,portentOfWar,generalOrUnknown,Simulation,portent of war
37389,soldierWithAnvil,stAdrian,christian,Simulation,St. Adrian
37390,swordWithAnAnvil,stAdrian,christian,AttributeSimulation,St. Adrian
37391,soldierWithCrocodile,stTheodore,christian,Simulation,St. Theodore
37392,torchHeldInTheHand,stTheodore,christian,AttributeSimulation,St. Theodore
37393,soldierWithKeys,stHippolytus,christian,Simulation,St. Hippolytus
37394,wildHorses,stHippolytus,christian,AttributeSimulation,St. Hippolytus
37395,sorrel,theBitternessOfTheirBondage,jewish,Simulation,the bitterness of their bondage
37396,mintPlant,theBitternessOfTheirBondage,jewish,Simulation,the bitterness of their bondage
37397,south,bodyHeat,tungun,AssociationSimulation,body heat
37398,sparkInACandleFlame,aStrangerOrLetterWillCome,generalOrUnknown,Simulation,a stranger or letter will come
37399,sparrowHawk,braveWarrior,generalOrUnknown,Simulation,brave warrior
37400,speakingAss,balaamSAss,islamic,Simulation,Balaam’s ass
37401,spearmint,burningLove,generalOrUnknown,Simulation,burning love
37402,sphinxWithRamSHead,aCriosphinx,generalOrUnknown,Simulation,a criosphinx
37403,spider,acumen,roman,Simulation,acumen
37404,spider,aMiser,generalOrUnknown,Simulation,a miser
37405,soul,manSCreativeOrImmortalPart,generalOrUnknown,Simulation,man’s creative or immortal part
37406,sound,soundExistedBeforeSight,generalOrUnknown,Simulation,sound existed before sight
37407,sound,thatWhichBroughtTheUniverseIntoBeing,generalOrUnknown,Simulation,that which brought the universe into being
37408,sound,thatWhichLacksSoundIsTheFirstCauseItself,generalOrUnknown,Simulation,that which lacks sound is the First Cause itself
37409,sound,theBeingOfTheUniverseIsSound,generalOrUnknown,Simulation,the being of the universe is sound
37410,south,domesticatedAnimals,dogon,AssociationSimulation,domesticated animals
37411,south,evilBeingDestroyedByFaroAtTheBeginningOfTime,bambaran,Simulation,evil being destroyed by Faro at the beginning of time
37412,south,homeOfHitzilopochtliMictlantecuhtli,mexicanIndian,Simulation,"home of Hitzilopochtli, Mictlantecuhtli"
37413,south,homeOfPollution,bambaran,Simulation,home of pollution
37414,south,materiality,generalOrUnknown,AssociationSimulation,materiality
37415,south,midday,generalOrUnknown,Simulation,midday
37416,south,orionSBelt,dogon,AssociationSimulation,Orion’s Belt
37417,south,particularlyTheEpistles,christian,AssociationSimulation,particularly the Epistles
37418,south,regionOfAmset,egyptian,Simulation,region of Amset
37419,south,spiritualLight,generalOrUnknown,Simulation,spiritual light
37420,south,theInfernalRegions,generalOrUnknown,Simulation,the infernal regions
37421,south,theSouthWallOfAChurchWasOftenDedicatedToDefendersOfTheFaith,christian,Simulation,the South wall of a church was often dedicated to defenders of the faith
37422,south,thorns,mexicanIndian,AssociationSimulation,thorns
37423,south,toFaceSouthWasToSpeakWithTheAuthorityOfTheGods,generalOrUnknown,Simulation,to face South was to speak with the authority of the gods
37424,sower,octoberOrNovemberPersonified,generalOrUnknown,Simulation,October or November personified
37425,sparrowHawk,sharpVision,generalOrUnknown,Simulation,sharp vision
37426,sparrowHawk,theBirdOfHorus,egyptian,Simulation,the bird of Horus
37427,speakingInTongues,possessionByTheHolySpirit,christian,Simulation,possession by the Holy Spirit
37428,spearmint,warmthOfSentiment,flowerLanguage,Simulation,warmth of sentiment
37429,speedwell,femaleFidelity,flowerLanguage,Simulation,female fidelity
37430,spider,continuousSacrifice,generalOrUnknown,Simulation,continuous sacrifice
37431,spider,despairAndHope,generalOrUnknown,Simulation,despair and hope
37432,spider,targatis,sumeroSemitic,AttributeSimulation,Targatis
37433,spider,theDevilEnsnaringSinners,christian,Simulation,the devil ensnaring sinners
37434,spider,theGreedyBleedingThePoor,christian,Simulation,the greedy bleeding the poor
37435,spider,theMeansAndSupportOfSpiritualSelfRealization,hindu,Simulation,the means and support of spiritual self-realization
37436,spider,theSoulOfAnOrdinaryPerson,montagnard,Simulation,the soul of an ordinary person
37437,spider,windAndThunder,amerindian,Simulation,wind and thunder
37438,south,theFullMoon,generalOrUnknown,Simulation,the full moon
37439,whiteLeviteTurban,theFullMoon,jewish,Simulation,the full moon
37440,south,theLowerSelf,generalOrUnknown,AssociationSimulation,the lower self
37441,tomb,theLowerSelf,generalOrUnknown,Simulation,the lower self
37442,toilet,theLowerSelf,generalOrUnknown,Simulation,the lower self
37443,sweat,anxiety,generalOrUnknown,Simulation,anxiety
37444,sweetWilliam,aSmile,flowerLanguage,Simulation,a smile
37445,swordWithAWaveShapedBlade,aSwimmingDragon,chinese,Simulation,a swimming dragon
37446,syringa,carolinaSyringaDisappointment,flowerLanguage,Simulation,Carolina syringa disappointment
37447,tabernacle,abodeOfShekinah,jewish,Simulation,abode of Shekinah
37448,swanEmbracingAYoungGirl,zeusAndLeda,grecoRoman,Simulation,Zeus and Leda
37449,swastikaOnATriangle,theFeminineGenerativePowerOfAstarte,sumerosemitic @ sumeroSemitic,Simulation,the feminine generative power of Astarte
37450,swastikaSurmountedByThreeCircles,theThreeJewelsOfRightBelief,jainism,Simulation,the Three Jewels of Right Belief
37451,sweetChestnut,doMeJustice,flowerLanguage,Simulation,do me justice
37452,sweetPea,delicatePleasures,flowerLanguage,Simulation,delicate pleasures
37453,sweetPea,departure,flowerLanguage,Simulation,departure
37454,sweetSultan,supremeHappiness,flowerLanguage,Simulation,supreme happiness
37455,swimmingTheThames,metaphorForConvertingToAnglicanism,generalOrUnknown,Simulation,metaphor for converting to Anglicanism
37456,swimmingTheTiber,metaphorForConvertingToRomanCatholicism,generalOrUnknown,Simulation,metaphor for converting to Roman Catholicism
37457,swordAndCloak,stMartin,christian,AttributeSimulation,St. Martin
37458,swordAndScabbard,conjunctionOfTheMasculineAndFemininePrinciples,generalOrUnknown,Simulation,conjunction of the masculine and feminine principles
37459,swordAtTheFeet,stPantalon,christian,AttributeSimulation,St. Pantalon
37460,swordBehindABook,stPaulTheBookIsUsuallyInscribedSpiritusGladius,christian,AttributeSimulation,St. Paul (the book is usually inscribed “Spiritus Gladius”)
37461,swordDancesMorrisDances,sympatheticMagicToHelpTheSunInItsCourse,generalOrUnknown,Simulation,sympathetic magic to help the sun in its course
37462,swordLily,theSorrowOfTheVirginMary,christian,Simulation,the sorrow of the Virgin Mary
37463,swordOfferedToAPlowmanByARomanSoldier,thePlowmanIsCincinnatus,roman,Simulation,the plowman is Cincinnatus
37464,swordOnOneSideSwordOnTheOtherInArt,innocenceAndGuiltRespectively,christian,Simulation,innocence and guilt respectively
37465,swordPiercingABook,stBonifaceUsuallyShownAsABishop,christian,AttributeSimulation,St. Boniface (usually shown as a bishop)
37466,swordPiercingASkullOrHand,stThomasBecketUsuallyShownAsABishop,christian,AttributeSimulation,St. Thomas Becket (usually shown as a bishop)
37467,swordPiercingAWomanSBosomWithALionPresent,stEuphemia,christian,Simulation,St. Euphemia
37468,swordPiercingAWomanSNeck,stLucia,christian,Simulation,St. Lucia
37469,swordSuit,discernmentAndTheMetingOutOfJustice,generalOrUnknown,Simulation,discernment and the meting out of justice
37470,swordThroughTheHeadOrHand,stPeterMartyrUsuallyShownAsAMonk,christian,AttributeSimulation,St. Peter Martyr (usually shown as a monk)
37471,swordThroughTheThroatOrBreast,stJustinaOfPadua,christian,AttributeSimulation,St. Justina of Padua
37472,synagogue,jewry,generalOrUnknown,Simulation,Jewry
37473,synagogue,theOldTestamentPersonified,generalOrUnknown,Simulation,the Old Testament personified
37474,synagogueOfSatan,unperfectedAspectsOfTheSelf,christian,Simulation,unperfected aspects of the self
37475,syrianMallow,consumedByLove,flowerLanguage,Simulation,consumed by love
37476,tabernacle,theRealPresence,christian,Simulation,the Real Presence
37477,swanNeck,masculine,generalOrUnknown,Simulation,masculine
37478,monolith,masculine,generalOrUnknown,RelatednessSimulation,masculine
37479,oddNumbers,masculine,generalOrUnknown,AssociationSimulation,masculine
37480,straightSword,masculine,generalOrUnknown,Simulation,masculine
37481,swastikaSurmountedByACrescent,theStateOfLiberation,jainism,Simulation,the state of liberation
37482,swastikaSurmountedByCrescent,theStateOfLiberation,jainism,Simulation,the state of liberation
37483,sweatingImage,omenOfDanger,generalOrUnknown,Simulation,omen of danger
37484,screechOwl,omenOfDanger,ainu,Simulation,omen of danger
37485,sweetScabious,widowhood,flowerLanguage,Simulation,widowhood
37486,whenTheFlowerIsAlone,widowhood,flowerLanguage,Simulation,widowhood
37487,swordAndSandalsUnderARock,theseus,greek,AssociationSimulation,Theseus
37488,swordAndSandalUnderARock,theseus,grecoRoman,AssociationSimulation,Theseus
37489,shroud,theseus,generalOrUnknown,AssociationSimulation,Theseus
37490,table,anAltar,generalOrUnknown,Simulation,an altar
37491,takingAFishFromTheSea,christRescuingSoulsFromSin,christian,Simulation,Christ rescuing souls from sin
37492,tambourine,alsoOfHeraclesHerculesWhenDressedAsAWoman,grecoRoman,AttributeSimulation,also of Heracles/Hercules when dressed as a woman
37493,tambourine,attributeVicePersonified,generalOrUnknown,Simulation,attribute Vice personified
37494,tattooOfADragonInThe19ThCentury,aSailorWhoHadBeenToChina,generalOrUnknown,Simulation,a sailor who had been to China
37495,tattooOfAFullRiggedShip,a19ThCenturySailorWhoHadSailedAroundCapeHorn,generalOrUnknown,AttributeSimulation,a 19th century sailor who had sailed around Cape Horn
37496,tattooOfAFullRiggedShipOnA19ThCenturySailor,aVeteranOfSailingAroundCapeHorn,generalOrUnknown,Simulation,a veteran of sailing around Cape Horn
37497,tabernacleInATent,worshipInOldTestamentTimes,jewish,Simulation,worship in Old Testament times
37498,tabernacleOnAnAltar,theReservedHost,christian,Simulation,the reserved Host
37499,table,banquet,generalOrUnknown,Simulation,banquet
37500,table,conference,generalOrUnknown,Simulation,conference
37501,tabletsOfDestiny,conferOmnipotence,sumeroSemitic,Simulation,confer omnipotence
37502,tabletWithTheNameOfAPerson,gavePowerOverThePerson,grecoRoman,Simulation,gave power over the person
37503,taboo,moralConsciousnessMoralCensorship,generalOrUnknown,Simulation,"moral consciousness, moral censorship"
37504,taboo,transferenceOfLawToConscience,generalOrUnknown,Simulation,transference of law to conscience
37505,tabret,ecstasyOfVictory,generalOrUnknown,Simulation,ecstasy of victory
37506,tabret,instrumentOfGoddessFeasts,generalOrUnknown,Simulation,instrument of goddess feasts
37507,taíno,lambdaSigmaUpsilon,heraldic,Simulation,Lambda Sigma Upsilon
37508,talkingBird,karshipta,persian,Simulation,Karshipta
37509,talos,debasedEnergy,greek,Simulation,debased energy
37510,tambourine,jepthahSDaughterMiriam,jewish,AttributeSimulation,Jepthah’s daughter Miriam
37511,tambourine,occasionallyOfErato,grecoRoman,AttributeSimulation,occasionally of Erato
37512,tambourine,rejoicingInTheLord,generalOrUnknown,Simulation,rejoicing in the Lord
37513,tamedLion,theSubjugationOfVirility,generalOrUnknown,Simulation,the subjugation of virility
37514,tamedTiger,strengthAndValorInTheFightAgainstEvil,generalOrUnknown,Simulation,strength and valor  in the fight against evil
37515,tamedTiger,theDefenseOfOrderAgainstChaos,generalOrUnknown,Simulation,the defense of order against chaos
37516,tapestry,theSubconsciousMind,generalOrUnknown,Simulation,the subconscious mind
37517,tapestry,visualRepresentationOfASoulJourney,generalOrUnknown,Simulation,visual representation of a soul journey
37518,tar,connectedWithSailorsAndShips,generalOrUnknown,Simulation,connected with sailors and ships
37519,tar,sinThatCannotBeReadilyExpiated,generalOrUnknown,Simulation,sin that cannot be readily expiated
37520,tar,stickiness,generalOrUnknown,Simulation,stickiness
37521,tares,inners,christian,Simulation,inners
37522,tauCross,divinePowerAndRule,generalOrUnknown,Simulation,divine power and rule
37523,tauCross,earlyEgypt,egyptian,EmblematicSimulation,early Egypt
37524,tauCross,passover,judaism,Simulation,Passover
37525,tauCross,theAvenger,egyptian,Simulation,the Avenger
37526,tauCross,theGrinder,egyptian,Simulation,the grinder
37527,tauCross,theHammer,egyptian,Simulation,the hammer
37528,tauCross,theHammerOfThunderGods,generalOrUnknown,Simulation,the hammer of thunder gods
37529,tauCross,theLifeToCome,generalOrUnknown,Simulation,the life to come
37530,tauCross,thePowerOfStormGods,norse,Simulation,the power of storm gods
37531,tauCross,thorSHammer,norse,Simulation,Thor’s hammer
37532,tauCross,treeOfNourishment,mayan,Simulation,Tree of Nourishment
37533,tabret,religiousEcstasy,generalOrUnknown,Simulation,religious ecstasy
37534,timbrel,religiousEcstasy,generalOrUnknown,Simulation,religious ecstasy
37535,tourmaline,friendships,generalOrUnknown,Simulation,friendships
37536,tourmaline,popularity,generalOrUnknown,Simulation,popularity
37537,l,popularity,generalOrUnknown,AssociationSimulation,popularity
37538,stayingLitBetween11AndMidnight,OneYearFreeFromWitchcraft,generalOrUnknown,Simulation,one year free from witchcraft
37539,steppingOverBlood,avoidingContamination,generalOrUnknown,Simulation,avoiding contamination
37540,stoleReligiousGarment,aSignOfOrdination,christian,Simulation,a sign of ordination
37541,stork,archetypalWoman,grecoRoman,Simulation,archetypal woman
37542,stork,bringsBabies,folkloric,Simulation,brings babies
37543,stork,canCausePregnancyWithAGlance,folkloric,Simulation,can cause pregnancy with a  glance
37544,starRuby,stoneForA60ThWeddingAnniversary,generalOrUnknown,Simulation,stone for a 60th wedding anniversary
37545,starsWithTheSunAndMoon,theSpiritualWisdomOfRulers,chinese,Simulation,the spiritual wisdom of rulers
37546,statue,theDesireToMakeAnIdealOrEmotionImmortalAndUnchanging,generalOrUnknown,Simulation,the desire to make an ideal or emotion immortal and unchanging
37547,statue,theLifelessPartOfTheSelf,generalOrUnknown,Simulation,the lifeless part of the self
37548,statueOfTheVirginMaryCarriedByADominicanOverWater,theDominicanIsStHyacinth,christian,Simulation,the Dominican is St. Hyacinth
37549,steam,theLifeGivingPowerOfTheGreatSpirit,northAmericanIndian,Simulation,the life-giving power of the Great Spirit
37550,stem,theMiddleWorldBetweenTheUnderworldRootsAndHeavenFlowers,generalOrUnknown,Simulation,the middle world between the underworld (roots) and heaven (flowers)
37551,steppingOverBlood,confersFertility,generalOrUnknown,Simulation,confers fertility
37552,stewedWalnuts,servedAtWeddings,grecoRoman,Simulation,served at weddings
37553,stigmata,personsOfHighReligiousCharacter,generalOrUnknown,AttributeSimulation,persons of high religious character
37554,stilts,wadingBirds,generalOrUnknown,AssociationSimulation,wading birds
37555,sting,thePloyOfAConfidenceMan,generalOrUnknown,Simulation,the ploy of a confidence man
37556,stockPlant,lastingBeauty,flowerLanguage,Simulation,lasting beauty
37557,stoleReligiousGarment,priestlyDignityAndPower,christian,Simulation,priestly dignity and power
37558,stoleReligiousGarment,theHopeOfImmortality,christian,Simulation,the hope of immortality
37559,stoleReligiousGarment,theReignOfChrist,christian,Simulation,the reign of Christ
37560,stoleReligiousGarment,theYokeOfManSSinBorneByChrist,christian,Simulation,the yoke of man’s sin borne by Christ
37561,stoneAltar,eternityOfTheDeity,generalOrUnknown,Simulation,eternity of the deity
37562,stoneChimes,theyWardedOffEvil,chinese,Simulation,they warded off evil
37563,stoneHammer,parashuRama,hindu,AttributeSimulation,Parashu-Rama
37564,stoneHeldInHandOfKneelingHermit,theHermitIsStJerome,christian,Simulation,the hermit is St. Jerome
