,symbol,concept,contexts,types,label
28950,3,theGodheadOfOdinThorAndFrey,norse,Simulation,"the godhead of Odin, Thor, and Frey"
28951,3,theSupremePower,hermetic,Simulation,the Supreme Power
28952,3,theThreeBlessedLadies,celtic,Simulation,the Three Blessed Ladies
28953,3,theThreeNorns,norse,Simulation,the three Norns
28954,3,theThreePreciousGifts,buddhist,Simulation,the Three Precious Gifts
28955,3,theThreePreciousJewels,buddhist,Simulation,the Three Precious Jewels
28956,3,theThreeSoulsOfManAndTheThreeWorldsTheyInhabit,kabalistic,Simulation,the three souls of man and the three worlds they inhabit
28957,3,theThreeSpheresOfTheUniverse,babylonian,Simulation,the three spheres of the universe
28958,3,theThreeTreasures,japanese,Simulation,the Three Treasures
28959,3,theThreeYazatasWhoJudgeTheDead,persian,Simulation,the three Yazatas who judge the dead
28960,3,thothTheThriceGreat,egyptian,Simulation,Thoth the thrice great
28961,3,tools,yoruban,AssociationSimulation,tools
28962,amberStone,soreEyes,islamic,HealingSimulation,sore eyes
28963,amberStone,weakHearts,islamic,HealingSimulation,weak hearts
28964,ashSap,witchesForChildren,scottish,ProtectionSimulation,witches for children
28965,2,theTerrestrial,chinese,Simulation,the terrestrial
28966,evenNumbers,theTerrestrial,chinese,AssociationSimulation,the terrestrial
28967,2,yinYang,taoist,Simulation,yin-yang
28968,poplar,yinYang,chinese,Simulation,yin-yang
28969,21,aLuckyNumber,generalOrUnknown,Simulation,a lucky number
28970,5,aLuckyNumber,islamic,Simulation,a lucky number
28971,69,aLuckyNumber,generalOrUnknown,Simulation,a lucky number
28972,9,aLuckyNumber,mayan,Simulation,a lucky number
28973,21,excellence,generalOrUnknown,AssociationSimulation,excellence
28974,jade,excellence,chinese,Simulation,excellence
28975,goldMetalAndColor,excellence,heraldic,Simulation,excellence
28976,parnassus,excellence,greek,Simulation,excellence
28977,estoile,excellence,heraldic,Simulation,excellence
28978,amberStone,jaundice,islamic,HealingSimulation,jaundice
28979,4,winds,generalOrUnknown,Simulation,winds
28980,bag,winds,generalOrUnknown,Simulation,winds
28981,40,preparation,generalOrUnknown,AssociationSimulation,preparation
28982,violetColor,preparation,generalOrUnknown,Simulation,preparation
28983,40,return,islamic,Simulation,return
28984,40,theChurchMilitant,christian,Simulation,the church Militant
28985,processionalCross,theChurchMilitant,christian,Simulation,the church Militant
28986,40,trial,generalOrUnknown,AssociationSimulation,trial
28987,42,trial,generalOrUnknown,Simulation,trial
28988,mercuryPlanet,trial,generalOrUnknown,AssociationSimulation,trial
28989,v,trial,generalOrUnknown,AssociationSimulation,trial
28990,bible,christianWorship,newTestament,Simulation,Christian worship
28991,bicycle,balancedProgress,generalOrUnknown,Simulation,balanced progress
28992,birch,babaYaga,slavic,AssociationSimulation,Baba Yaga
28993,birdOfPreyGrippingASerpentGod,birthOfMankindFromTheSerpentsBlood,aztecan,Simulation,birth of mankind from the serpents blood
28994,birdOnAPillar,aSunGod,generalOrUnknown,Simulation,a sun god
28995,birdWithAHumanHead,aBa,egyptian,Simulation,a ba
28996,bible,jewishWorship,oldTestament,Simulation,Jewish worship
28997,bible,protestantismInParticularChristianityInGeneral,generalOrUnknown,Simulation,"Protestantism in particular, Christianity in general"
28998,bicycle,freeSpiritedness,generalOrUnknown,Simulation,free-spiritedness
28999,bicycle,humbleTransportation,generalOrUnknown,Simulation,humble transportation
29000,bicycle,selfControlOfTheUnconscious,generalOrUnknown,Simulation,self-control of the unconscious
29001,bigHouseWithBigGuardDog,dwellingOfSednaInAdlivun,inuit,Simulation,dwelling of Sedna in Adlivun
29002,birch,donar,teutonic,AttributeSimulation,Donar
29003,birch,loveAndDeath,generalOrUnknown,AssociationSimulation,love and death
29004,birch,selfPropagation,generalOrUnknown,Simulation,self-propagation
29005,birch,theLastBattleInTheWorldWillBeFoughtAroundABirchTree,norse,Simulation,the last battle in the world will be fought around a birch tree
29006,birch,thePersonificationOfEstonia,estonian,Simulation,the personification of Estonia
29007,birch,visionQuest,heraldic,Simulation,vision quest
29008,birchRodOrSwitchForWhipping,corporalPunishment,generalOrUnknown,Simulation,corporal punishment
29009,birchRodOrSwitchForWhipping,drivesOutEvilSpirits,generalOrUnknown,Simulation,drives out evil spirits
29010,birchRodOrSwitchForWhipping,drivesOutInsanity,generalOrUnknown,Simulation,drives out insanity
29011,birchRodOrSwitchForWhipping,schoolAuthority,generalOrUnknown,Simulation,school authority
29012,birdClaw,thePreyerWhoHasBeenPreyedUpon,heraldic,Simulation,the preyer who has been preyed upon
29013,birdDestroyingItsOwnNest,harbingerOfDisorderAndTroubleInTheEmpire,chinese,Simulation,harbinger of disorder and trouble in the empire
29014,birdFightingWithSerpent,theConflictOfSolarAndUnderworldPowersRespectively,generalOrUnknown,Simulation,the conflict of solar and underworld powers respectively
29015,birdHoppingOnOneLeg,omenOfRain,chinese,Simulation,omen of rain
29016,birdHoppingOnOneLeg,rainOmen,chinese,Simulation,rain omen
29017,birdInACage,aKeptWoman,generalOrUnknown,Simulation,a kept woman
29018,singleBirdInACage,aKeptWoman,generalOrUnknown,Simulation,a kept woman
29019,birdOfPreyGrippingASerpentGod,theDismembermentOfOriginalUnity,aztecan,Simulation,the dismemberment of original unity
29020,birdOnAPillar,unionOfSpiritAndMatter,generalOrUnknown,Simulation,union of spirit and matter
29021,birdsFeedingOnGrapes,theFaithfulGatheringSustenanceFromChristThroughTheEucharist,christian,Simulation,the faithful gathering sustenance from Christ through the Eucharist
29022,birdsFeedingOnGrapes,theFaithfulGatheringSustenanceFromTheBloodOfChrist,christian,Simulation,the faithful gathering sustenance from the blood of Christ
29023,birdsFightingOrFlyingUpAndDown,distillation,alchemic,Simulation,distillation
29024,birdWings,communicationBetweenThisWorldAndTheSpiritWorld,uralAltaic,Simulation,communication between this world and the spirit world
29025,featheredRobe,communicationBetweenThisWorldAndTheSpiritWorld,uralAltaic,Simulation,communication between this world and the spirit world
29026,birdWithABrokenCircleAroundItsHead,creationOfLife,northAmericanIndian,Simulation,creation of life
29027,birdWithABrokenCircleAroundItsHead,openingOfTheGateOfHeaven,northAmericanIndian,Simulation,opening of the gate of heaven
29028,birdWithAHumanHead,aDeadPersonSSoul,egyptian,Simulation,a dead person’s soul
29029,purpleFirebird,aDeadPersonSSoul,egyptian,Simulation,a dead person’s soul
29030,birdWithAHumanHead,deitiesVisitingTheEarth,egyptian,Simulation,deities visiting the earth
29031,birdWithAWomanSOrADogSHead,thePersianPhoenix,persian,Simulation,the Persian phoenix
29032,birth,secondChance,generalOrUnknown,Simulation,second chance
29033,birthmark,curse,generalOrUnknown,Simulation,curse
29034,knot,curse,witchcraft,Simulation,curse
29035,birthmark,personalMission,generalOrUnknown,Simulation,personal mission
29036,bison,theStateOfWyoming,american,EmblematicSimulation,the state of Wyoming
29037,bison,theWhirlwind,northAmericanIndian,Simulation,the whirlwind
29038,bite,loveMark,generalOrUnknown,Simulation,love mark
29039,bite,markOfDivineLove,generalOrUnknown,Simulation,mark of divine love
29040,bite,sealOfTheSpiritUponTheFlesh,generalOrUnknown,Simulation,seal of the spirit upon the flesh
29041,bite,theDangerousActionOfTheInstinctsUponThePsyche,generalOrUnknown,Simulation,the dangerous action of the instincts upon the psyche
29042,betony,surprise,flowerLanguage,Simulation,surprise
29043,truffle,surprise,flowerLanguage,Simulation,surprise
29044,bible,spiritualGuidance,generalOrUnknown,Simulation,spiritual guidance
29045,brook,spiritualGuidance,generalOrUnknown,Simulation,spiritual guidance
29046,northStar,spiritualGuidance,generalOrUnknown,Simulation,spiritual guidance
29047,bible,stStephen,oldTestament,AttributeSimulation,St. Stephen
29048,deaconWithStones,stStephen,christian,Simulation,St. Stephen
29049,shellshapedStones,stStephen,christian,AttributeSimulation,St. Stephen
29050,threeStonesWithDalmatic,stStephen,christian,AttributeSimulation,St. Stephen
29051,tortoise,androgynyTheHeadIsPhallicTheBodyFeminine,generalOrUnknown,Simulation,"androgyny (the head is phallic, the body feminine)"
29052,tortoise,apathy,generalOrUnknown,Simulation,apathy
29053,tortoise,benten,japanese,AttributeSimulation,Benten
29054,tortoise,chaosWithTheHopeOfRenewalOfLife,generalOrUnknown,Simulation,Chaos with the hope of renewal of life
29055,tower,aspirationEspeciallyTowardGod,generalOrUnknown,Simulation,"aspiration, especially toward God"
29056,topaz,cherubim,generalOrUnknown,AttributeSimulation,cherubim
29057,wingedWheel,cherubim,jewish,AssociationSimulation,cherubim
29058,topaz,divineLoveAndGoodness,generalOrUnknown,Simulation,divine love and goodness
29059,topaz,ssHildegard,christian,AttributeSimulation,SS Hildegard
29060,topaz,theElementEther,hindu,CorrespondenceSimulation,the element ether
29061,torchOfLearning,phiAlphaMu,heraldic,Simulation,Phi Alpha Mu
29062,torrent,stChristopher,christian,AttributeSimulation,St. Christopher
29063,giantCarryingABabyOnHisBack,stChristopher,christian,Simulation,St. Christopher
29064,lantern,stChristopher,generalOrUnknown,AttributeSimulation,St. Christopher
29065,onAManSShouldersOrBack,stChristopher,generalOrUnknown,AttributeSimulation,St. Christopher
29066,palmTreeStaff,stChristopher,christian,AttributeSimulation,St. Christopher
29067,staffMadeOfAPalmTree,stChristopher,christian,AttributeSimulation,St. Christopher
29068,tortoise,creativeChaos,alchemic,Simulation,creative chaos
29069,tortoise,ekwensu,alusi,Simulation,Ekwensu
29070,tortoise,emblemOfHermesMercury,grecoRoman,Simulation,emblem  of Hermes/Mercury
29071,tortoise,fertilityOfTheWaters,grecoRoman,Simulation,fertility of the waters
29072,tortoise,gloriousDevelopmentOfFamily,heraldic,Simulation,glorious development of family
29073,tortoise,kasyapa,hindu,Simulation,Kasyapa
29074,tortoise,kumpira,japanese,EmblematicSimulation,Kumpira
29075,tortoise,marriedModesty,christian,Simulation,married modesty
29076,tortoise,munisuvrata,jain,Simulation,Munisuvrata
29077,tortoise,sacredToEaOannes,sumerian,Simulation,sacred to Ea-Oannes
29078,tortoise,supportOfTheAbodeOfTheImmortalsAndTheCosmicMountain,japanese,Simulation,support of the abode of the immortals and the Cosmic Mountain
29079,tortoise,supportOfTheElephantOnWhoseBackTheWorldRests,hindu,Simulation,support of the elephant on whose back the world rests
29080,tortoise,theCosmicTreeIsRootedInTheBackOfATortoise,amerindian,Simulation,the Cosmic Tree is rooted in the back of a tortoise
29081,tortoise,theFirstLivingCreature,hindu,Simulation,the first living creature
29082,tortoise,thePowerOfTheWaters,hindu,Simulation,the power of the waters
29083,touchMeNot,impatientDesire,flowerLanguage,Simulation,impatient desire
29084,tower,hiddenTruth,generalOrUnknown,Simulation,hidden truth
29085,tortoise,industryPersonified,generalOrUnknown,AttributeSimulation,Industry personified
29086,ivy,industryPersonified,generalOrUnknown,AttributeSimulation,Industry personified
29087,tortoise,oneOfTheFourSpirituallyEndowedCreatures,chinese,Simulation,one of the Four Spiritually Endowed Creatures
29088,fengHuang,oneOfTheFourSpirituallyEndowedCreatures,chinese,Simulation,one of the Four Spiritually Endowed Creatures
29089,tortoise,theEntireCosmos,taoist,Simulation,the entire cosmos
29090,aum,theEntireCosmos,generalOrUnknown,Simulation,the entire cosmos
29091,tortoise,theGreatTriad,taoist,Simulation,the great Triad
29092,threeLeggedRedCrow,theGreatTriad,taoist,Simulation,the great Triad
29093,tortoise,caution,generalOrUnknown,Simulation,caution
29094,hermitCrab,caution,generalOrUnknown,Simulation,caution
29095,elephant,caution,generalOrUnknown,Simulation,caution
29096,lily,caution,generalOrUnknown,Simulation,caution
29097,saturnPlanet,caution,generalOrUnknown,AssociationSimulation,caution
29098,rhododendron,caution,heraldic,Simulation,caution
29099,tortoise,oracle,chinese,Simulation,oracle
29100,naiad,oracle,generalOrUnknown,Simulation,oracle
29101,parrot,oracle,hindu,Simulation,oracle
29102,judge,oracle,generalOrUnknown,Simulation,oracle
29103,rowan,oracle,generalOrUnknown,Simulation,oracle
29104,aquarius,aristaeus,grecoRoman,AssociationSimulation,Aristaeus
29105,aquarius,brotherhood,generalOrUnknown,AssociationSimulation,brotherhood
29106,aquarius,buttercups,generalOrUnknown,AssociationSimulation,buttercups
29107,arbutus,cardea,grecoRoman,AttributeSimulation,Cardea
29108,aresMars,bullying,grecoRoman,Simulation,bullying
29109,aresMars,bungling,grecoRoman,Simulation,bungling
29110,arges,brightnessOfLightning,grecoRoman,Simulation,brightness of lightning
29111,aquarius,cyclicDeathAndRenewal,generalOrUnknown,Simulation,cyclic death and renewal
29112,aquarius,deucalion,grecoRoman,AssociationSimulation,Deucalion
29113,aquarius,edderwort,generalOrUnknown,AssociationSimulation,edderwort
29114,aquarius,floods,generalOrUnknown,AssociationSimulation,floods
29115,aquarius,indifferenceToMaterialThings,generalOrUnknown,AssociationSimulation,indifference to material things
29116,aquarius,socialCohesion,generalOrUnknown,AssociationSimulation,social cohesion
29117,aquarius,theDissolutionOrDecompositionOfTheWorldOfPhenomena,generalOrUnknown,AssociationSimulation,the dissolution or decomposition of the world of phenomena
29118,aquarius,theImmanenceOfLiberation,generalOrUnknown,AssociationSimulation,the immanence of liberation
29119,aquarius,theLooseningOfBonds,generalOrUnknown,AssociationSimulation,the loosening of bonds
29120,aquarius,theRat,farEastern,AssociationSimulation,the Rat
29121,aquarius,theWatersOfCreationAndItsDestruction,generalOrUnknown,Simulation,the waters of creation and its destruction
29122,aquarius,zircons,generalOrUnknown,AssociationSimulation,zircons
29123,aquaticPlant,creationArisingOutOfThePrimordialWaters,generalOrUnknown,Simulation,creation arising out of the primordial waters
29124,aquaticPlant,theNascentCharacterOfLife,generalOrUnknown,Simulation,the nascent character of life
29125,arborVitae,liveForMe,flowerLanguage,Simulation,live for me
29126,arborVitae,unchangingFriendship,flowerLanguage,Simulation,unchanging friendship
29127,arbutus,foodOfManInTheGoldenAge,grecoRoman,Simulation,food of man in the Golden Age
29128,arbutus,ifSnakesFedUponItTheyCeasedToBePoisonous,grecoRoman,Simulation,if snakes fed upon it they ceased to be poisonous
29129,aresMars,impetuousness,grecoRoman,Simulation,impetuousness
29130,aresMars,loutishness,grecoRoman,Simulation,loutishness
29131,aresMars,oafishness,grecoRoman,Simulation,oafishness
29132,arges,theBrightnessOfLightning,grecoRoman,Simulation,the brightness of lightning
29133,aries,renewalOfSolarEnergy,generalOrUnknown,AssociationSimulation,renewal of solar energy
29134,aries,sage,generalOrUnknown,AssociationSimulation,sage
29135,aries,theBeginningOfAnyCycleOrProcess,generalOrUnknown,AssociationSimulation,the beginning of any cycle or process
29136,aries,theCreativeImpulse,generalOrUnknown,AssociationSimulation,the creative impulse
29137,aries,volatileTemper,generalOrUnknown,AssociationSimulation,volatile temper
29138,aries,waterMilfoil,generalOrUnknown,AssociationSimulation,water milfoil
29139,arkOfTheCovenant,theCherubim,jewish,AssociationSimulation,the Cherubim
29140,arrowPointedDownward,powerOfTheGodhead,generalOrUnknown,Simulation,power of the godhead
29141,arrowPointedUp,messageToHeaven,generalOrUnknown,Simulation,message to heaven
29142,aquarius,cold,generalOrUnknown,AssociationSimulation,cold
29143,north,cold,chinese @ mexicanIndian,AssociationSimulation @ Simulation,cold
29144,owl,cold,generalOrUnknown,Simulation,cold
29145,evenNumbers,cold,chinese,AssociationSimulation,cold
29146,metalElement,cold,chinese,Simulation,cold
29147,northWind,cold,generalOrUnknown,Simulation,cold
29148,aquarius,eccentricity,generalOrUnknown,AssociationSimulation,eccentricity
29149,einsteinAlbert,eccentricity,generalOrUnknown,Simulation,eccentricity
29150,aquarius,fennel,generalOrUnknown,AssociationSimulation,fennel
29151,aquarius,progressivism,generalOrUnknown,AssociationSimulation,progressivism
29152,political,progressivism,generalOrUnknown,AssociationSimulation,progressivism
29153,aquarius,unpredictability,generalOrUnknown,AssociationSimulation,unpredictability
29154,dwarf,unpredictability,generalOrUnknown,Simulation,unpredictability
29155,plutoDwarfPlanet,unpredictability,generalOrUnknown,AssociationSimulation,unpredictability
29156,aries,bloodstones,generalOrUnknown,AssociationSimulation,bloodstones
29157,azraelArchangel,bloodstones,generalOrUnknown,AssociationSimulation,bloodstones
29158,marsPlanet,bloodstones,generalOrUnknown,AssociationSimulation,bloodstones
29159,samaelArchangel,bloodstones,generalOrUnknown,AssociationSimulation,bloodstones
29160,arkOfTheCovenant,oldTestamentWorship,generalOrUnknown,Simulation,Old Testament worship
29161,laverOfBrass,oldTestamentWorship,generalOrUnknown @ jewish,Simulation,Old Testament worship
29162,menorahSevenBranched,oldTestamentWorship,jewish,Simulation,Old Testament worship
29163,arkOfTheCovenant,thePresenceOfGod,jewish,Simulation,the presence of God
29164,burningBush,thePresenceOfGod,jewish,Simulation,the presence of God
29165,candelabrum,thePresenceOfGod,generalOrUnknown,Simulation,the presence of God
29166,pillarsOfFireAndSmoke,thePresenceOfGod,jewish,Simulation,the presence of God
29167,arrowPointedDownward,sunshine,generalOrUnknown,Simulation,sunshine
29168,daffodil,sunshine,heraldic,Simulation,sunshine
29169,swallowBird,sunshine,generalOrUnknown,Simulation,sunshine
29170,white,sunshine,islamic,AssociationSimulation,sunshine
29171,gnat,sunshine,generalOrUnknown,RelatednessSimulation,sunshine
29172,arrows,eros,greek,Simulation,Eros
29173,bow,eros,greek,Simulation,Eros
29174,blackLamb,aFlockCannotProsperWithoutOne,folkloric,Simulation,a flock cannot prosper without one
29175,blackLamb,butMoreThanOneIsUnlucky,folkloric,Simulation,but more than one is unlucky
29176,blackMoon,absoluteVoid,generalOrUnknown,Simulation,absolute void
29177,blackSails,anIllFatedShip,generalOrUnknown,Simulation,an ill-fated ship
29178,blindOldWomanInTheRoundOfExistence,absenceOfKnowledge,buddhist,Simulation,absence of knowledge
29179,blackMadonna,thePassiveAspectOfVirginity,christian,Simulation,the passive aspect of virginity
29180,blackMadonna,virginSoilYetToBeFertilized,christian,Simulation,virgin soil yet to be fertilized
29181,blackMoon,energyThatMustBeMastered,generalOrUnknown,Simulation,energy that must be mastered
29182,blackMoon,hyperlucidity,generalOrUnknown,Simulation,hyperlucidity
29183,blackMoon,karmaThatMustBeCleansed,generalOrUnknown,Simulation,karma that must be cleansed
29184,blackMoon,maleficentPassionsToBeOvercome,generalOrUnknown,Simulation,maleficent passions to be overcome
29185,blackMoon,theExtremesOfAttractionAndRepulsion,generalOrUnknown,Simulation,the extremes of attraction and repulsion
29186,blackMoon,theIntangible,generalOrUnknown,Simulation,the intangible
29187,blackMoon,theOverwhelmingPresenceOfAbsenceAndAbsenceOfPresence,generalOrUnknown,Simulation,the overwhelming presence of absence and absence of presence
29188,blackMoon,theQuestForTheAbsoluteAtAllCosts,generalOrUnknown,Simulation,the quest for the Absolute at all costs
29189,blackOx,untamedAnimalNature,taoist,Simulation,untamed animal nature
29190,blackRobe,sinisterness,generalOrUnknown,Simulation,sinisterness
29191,blackRooster,agentOfTheDevil,generalOrUnknown,Simulation,agent of the devil
29192,demon,agentOfTheDevil,generalOrUnknown,Simulation,agent of the devil
29193,blackRooster,theLegalProfession,heraldic,Simulation,the legal profession
29194,blackStone,guiltyVote,grecoRoman,Simulation,guilty vote
29195,blackSuits,thePowersOfNight,generalOrUnknown,Simulation,the powers of night
29196,blackSuits,theTwoColdSeasons,generalOrUnknown,Simulation,the two cold seasons
29197,blackthornCane,officersInTheIrishGuards,british,AttributeSimulation,officers in the Irish Guards
29198,blackTurban,missionOfVengeance,islamic,Simulation,mission of vengeance
29199,blackVirgin,opposingAspectsOfTheGreatMotherCreatorDestroyerBirthDeath,generalOrUnknown,Simulation,"opposing aspects of the Great Mother—creator/destroyer, birth/death"
29200,blackVirgin,theDarknessOfTheUndifferentiated,generalOrUnknown,Simulation,the darkness of the undifferentiated
29201,blackVirgin,twoOpposingAspectsOfTheGreatMotherCreatorDestroyerBirthDeath,generalOrUnknown,Simulation,"two opposing aspects of the Great Mother—creator/destroyer, birth/death"
29202,bladderNut,theRosary,generalOrUnknown,Simulation,the rosary
29203,blanket,theNightSky,generalOrUnknown,Simulation,the night sky
29204,blindManWithBrokenLyreSittingInHades,thamyris,grecoRoman @ greek,Simulation,Thamyris
29205,blindOldWomanInTheRoundOfExistence,ignoranceLeadingToDeath,buddhist,Simulation,ignorance leading to death
29206,blizzard,overwhelmingCircumstances,generalOrUnknown,Simulation,overwhelming circumstances
29207,blizzard,theFullForceOfNature,generalOrUnknown,Simulation,the full force of nature
29208,blizzardOfGold,fellOnAthensAtTheBirthOfAthena,grecoRoman @ greek,Simulation,fell on Athens at the birth of Athena
29209,bloodAndWaterAtTheCrucifixion,theLifeOfTheBodyAndTheLifeOfTheSpiritRespectively,christian,Simulation,the life of the body and the life of the spirit respectively
29210,bloodRed,militaryStrengthAndMagnanimity,heraldic,Simulation,military strength and magnanimity
29211,bloodredPoppy,theSleepOfEarth,christian,Simulation,the sleep of earth
29212,blackMoon,lilith,generalOrUnknown,AssociationSimulation,Lilith
29213,owl,lilith,sumerian,AttributeSimulation,Lilith
29214,amethyst,andForThePreservationOfAHusbandSAffections,grecoRoman,ProtectionSimulation,and for the preservation of a husband’s affections
29215,basil,bodilyProtection,hindu,Simulation,bodily protection
29216,basketOfGlassware,alnascharSDreamArabianNights,generalOrUnknown,Simulation,Alnaschar’s dream (Arabian Nights)
29217,bayberry,appearances,generalOrUnknown,Simulation,appearances
29218,bayLaurelCrown,arionRidingADolphin,grecoRoman,AttributeSimulation,Arion (riding a dolphin)
29219,bayLaurelCrown,calliopeWhenHeldInTheHand,grecoRoman,AttributeSimulation,Calliope (when held in the hand)
29220,beaconFire,communicationBetweenMen,generalOrUnknown,Simulation,communication between men
29221,bed,aPhaseOfThoughtOrOpinion,generalOrUnknown,Simulation,a phase of thought or opinion
29222,amberStone,croup,european,ProtectionSimulation,croup
29223,amberStone,spinalParalysis,european,ProtectionSimulation,spinal paralysis
29224,amberStone,evilAndDisease,generalOrUnknown,ProtectionSimulation,evil and disease
29225,amethyst,evilSpells,grecoRoman,ProtectionSimulation,evil spells
29226,amethyst,hailstorms,grecoRoman,ProtectionSimulation,hailstorms
29227,basketOfFruitAndACoveredPhallus,powersOfLifeAndDeath,grecoRoman,Simulation,powers of life and death
29228,battle,conflictWithIdeasBeliefsAPortionOfOneself,generalOrUnknown,Simulation,"conflict with ideas, beliefs, a portion of oneself"
29229,battleBetweenABirdAndASerpent,theBattleBetweenLifeAndDeathRespectively,african,Simulation,the battle between life and death respectively
29230,bayberry,illusions,generalOrUnknown,Simulation,illusions
29231,bayLaurelCrown,romanEmperorsAndGovernorsOfProvinces,grecoRoman,AttributeSimulation,Roman emperors and governors of provinces
29232,bayLaurelCrown,winnerAtThePythianGames,grecoRoman,AttributeSimulation,winner at the Pythian games
29233,bayLaurelWreath,intellectualAndMilitaryGlory,grecoRoman,Simulation,intellectual and military glory
29234,bayLaurelWreath,victoryAtThePythianGames,grecoRoman,Simulation,victory at the Pythian games
29235,beanstalk,theLadderToHeaven,generalOrUnknown,Simulation,the ladder to heaven
29236,beanstalk,usuallyAFavorableSymbol,generalOrUnknown,Simulation,usually a favorable symbol
29237,beanstalk,worldTree,generalOrUnknown,Simulation,World Tree
29238,beast,selfCenteredness,generalOrUnknown,Simulation,self-centeredness
29239,beast,theLowerInstincts,generalOrUnknown,Simulation,the lower instincts
29240,beatingOneSForehead,wonder,generalOrUnknown,Simulation,wonder
29241,beaver,engineering,generalOrUnknown,Simulation,engineering
29242,beaver,euphemismForFemalePubicHair,american,Simulation,euphemism for female pubic hair
29243,beaver,formerlyAnEmblemOfGermany,generalOrUnknown,EmblematicSimulation,formerly an emblem of Germany
29244,beaver,skillEspeciallyInCastleBuilding,heraldic,Simulation,skill (especially in castle building)
29245,beaver,theChristianWhoMakesSacrificesForTheSakeOfHisSpiritualLife,christian,Simulation,the Christian who makes sacrifices for the sake of his spiritual life
29246,bed,dispensationOfJustice,generalOrUnknown,Simulation,dispensation of justice
29247,bed,placeOfRegenerationProcreationBirthDeath,generalOrUnknown,Simulation,"place of regeneration, procreation, birth, death"
29248,beeAndHoney,theVirginMaryAndChristRespectively,christian,Simulation,the Virgin Mary and Christ respectively
29249,amberStone,epilepsy,european,ProtectionSimulation,epilepsy
29250,emerald,epilepsy,folkloric,Simulation,epilepsy
29251,amethyst,thieves,generalOrUnknown,ProtectionSimulation,thieves
29252,gloves,thieves,generalOrUnknown,AttributeSimulation,thieves
29253,basketOfFruitOrWool,womenSHousework,generalOrUnknown,Simulation,women’s  housework
29254,basketOfWool,womenSHousework,generalOrUnknown,Simulation,women’s  housework
29255,fruitInABasket,womenSHousework,generalOrUnknown,Simulation,women’s  housework
29256,basketOfFruitOrWool,womenSQuarters,generalOrUnknown,Simulation,women’s quarters
29257,basketOfWool,womenSQuarters,generalOrUnknown,Simulation,women’s quarters
29258,fruitInABasket,womenSQuarters,generalOrUnknown,Simulation,women’s quarters
29259,batteringRam,fertilization,generalOrUnknown,Simulation,fertilization
29260,manure,fertilization,generalOrUnknown,Simulation,fertilization
29261,orchid,fertilization,generalOrUnknown,Simulation,fertilization
29262,plow,fertilization,generalOrUnknown,Simulation,fertilization
29263,batWings,demons,christian,Simulation,demons
29264,kidneyBeansUsuallyRoasted,demons,japanese,ProtectionSimulation,demons
29265,bayLaurelWreath,distinctionInLiteratureOrMusic,generalOrUnknown,Simulation,distinction in literature or music
29266,wreath,distinctionInLiteratureOrMusic,generalOrUnknown,Simulation,distinction in literature or music
29267,beardedManInAWingedCircleHoldingARing,ahuraMazda,zoroastrian,Simulation,Ahura Mazda
29268,hawk,ahuraMazda,persian,AttributeSimulation,Ahura Mazda
29269,manCoveredWithFlame,ahuraMazda,zoroastrian,Simulation,Ahura Mazda
29270,wingedDisk,ahuraMazda,persian,Simulation,Ahura Mazda
29271,beardedManWearingACapWithTwoTallPlumes,amenRa,egyptian,Simulation,Amen-Ra
29272,diskWithTwoFalconFeathers,amenRa,egyptian,AttributeSimulation,Amen-Ra
29273,owl,amenRa,egyptian,EmblematicSimulation,Amen-Ra
29274,manWithFourRamSHeads,amenRa,egyptian,Simulation,Amen-Ra
29275,bearingFruitOrBlooms,ephemeralBeauty,generalOrUnknown,Simulation,ephemeral beauty
29276,berriesOnABranch,ephemeralBeauty,generalOrUnknown,Simulation,ephemeral beauty
29277,garland,ephemeralBeauty,generalOrUnknown,Simulation,ephemeral beauty
29278,beatingOneSBreast,repentance,generalOrUnknown,Simulation,repentance
29279,beatingOneSBreastOrThighs,repentance,generalOrUnknown,Simulation,repentance
29280,bareBreasts,repentance,generalOrUnknown,Simulation,repentance
29281,blackberry,repentance,generalOrUnknown,Simulation,repentance
29282,lily,repentance,generalOrUnknown,Simulation,repentance
29283,nettle,repentance,generalOrUnknown,Simulation,repentance
29284,puttingARopeOnOneSHead,repentance,generalOrUnknown,Simulation,repentance
29285,ruePlant,repentance,generalOrUnknown @ jewish,Simulation,repentance
29286,scorpion,repentance,mayan,Simulation,repentance
29287,violetColor,repentance,generalOrUnknown,Simulation,repentance
29288,heartPiercedWithArrow,repentance,christian,Simulation,repentance
29289,maniple,repentance,christian,Simulation,repentance
29290,shavedHead,repentance,christian,Simulation,repentance
29291,beaver,peacefulness,heraldic,Simulation,peacefulness
29292,valley,peacefulness,generalOrUnknown,Simulation,peacefulness
29293,evening,peacefulness,generalOrUnknown,Simulation,peacefulness
29294,kangaroo,peacefulness,generalOrUnknown,Simulation,peacefulness
29295,beaver,selfMutilation,generalOrUnknown,Simulation,self-mutilation
29296,scythe,selfMutilation,generalOrUnknown,Simulation,self-mutilation
29297,beaver,tolerance,heraldic,Simulation,tolerance
29298,d,tolerance,generalOrUnknown,Simulation,tolerance
29299,beech,tolerance,heraldic,Simulation,tolerance
29300,i,tolerance,generalOrUnknown,AssociationSimulation,tolerance
29301,50,aFavorableNumber,generalOrUnknown,Simulation,a favorable number
29302,50,aJubileeYear,generalOrUnknown,Simulation,a jubilee year
29303,50,aReturnToTheBeginning,generalOrUnknown,Simulation,a return to the beginning
