symbol,concept,contexts,types
darkComplexion,ignorance,generalOrUnknown,Simulation
darkComplexion,mystery,generalOrUnknown,Simulation
darkComplexion,sleep,generalOrUnknown,Simulation
darkComplexion,underworldDeities,generalOrUnknown,AttributeSimulation
darkFace,evil,generalOrUnknown,AssociationSimulation
darkFace,theDevil,generalOrUnknown,AssociationSimulation
darkGreen,saturnPlanet,generalOrUnknown,AssociationSimulation
darkness,ahriman,persian,AssociationSimulation
darkness,creation,generalOrUnknown,AssociationSimulation
darkness,durga,hindu,AssociationSimulation
darkness,error,generalOrUnknown,Simulation
daisy,innocence,flowerLanguage @ generalOrUnknown @ heraldic,Simulation
deathPersonified,anOldManOrOldWoman90To100YearsOldInParticular,generalOrUnknown,Simulation
deathTarot,abandonmentOfEarthlyDesires,generalOrUnknown,Simulation
deepRedCarnation,alas,flowerLanguage,Simulation
deepRedRose,bashfulShame,flowerLanguage,Simulation
deer,aCatechumen,christian,Simulation
deer,aChristianSearchingAfterTruth,christian,Simulation
deer,aspirationOfTheSoulEspeciallyAJumpingDeer,generalOrUnknown,Simulation
deer,bearerOfTheSun,mexicanIndian,Simulation
daysAssociatedWithMarriage,mondayForWealthTuesdayForHealthWednesdayTheBestOfAllThursdayForCrossesFridayForLossesSaturdayNoLuckAtAll,generalOrUnknown,Simulation
daysRelatedToTheZodiac,fridayTaurus,generalOrUnknown,Simulation
daysRelatedToTheZodiac,mondayCancer,generalOrUnknown,Simulation
daysRelatedToTheZodiac,saturdayCapricorn,generalOrUnknown,Simulation
daysRelatedToTheZodiac,sundayTheSun,generalOrUnknown,Simulation
daysRelatedToTheZodiac,thursdaySagittarius,generalOrUnknown,Simulation
daysRelatedToTheZodiac,tuesdayScorpio,generalOrUnknown,Simulation
daysRelatedToTheZodiac,wednesdayGemini,generalOrUnknown,Simulation
deafness,inabilityToHearTheConscienceOrSpirit,generalOrUnknown,Simulation
deafness,mayImplyThePersonHasACompensatoryPower,generalOrUnknown,Simulation
death,endOfAnEpoch,generalOrUnknown,Simulation
death,escapeFromUnendurableTension,generalOrUnknown,Simulation
death,forerunnerOfSpiritualRebirth,generalOrUnknown,Simulation
death,harbingerOfRevelation,generalOrUnknown,Simulation
death,liberationFromNegativeAndRegressiveForces,generalOrUnknown,Simulation
death,meansOfGainingImmortality,generalOrUnknown,Simulation
death,reunionOfTheBodyWithTheEarthAndTheSoulWithTheSpirit,generalOrUnknown,Simulation
death,theUnseenAspectOfLife,generalOrUnknown,Simulation
death,unleashesAscensionalPowersOfTheSpirit,generalOrUnknown,Simulation
deathByLightning,immediateTransmissionToHeaven,generalOrUnknown,Simulation
deathTarot,deathOfTheOldSelfNotNecessarilyPhysicalDeath,generalOrUnknown,Simulation
deathTarot,theProcessOfChange,generalOrUnknown,AssociationSimulation
deathTarot,theProgressOfEvolution,generalOrUnknown,Simulation
december,peaceAndQuiet,generalOrUnknown,Simulation
deciduousTree,constantRenewalAndRegeneration,generalOrUnknown,Simulation
decoration,glorification,generalOrUnknown,Simulation
dedalus,craftsmanship,greek,Simulation
dedalus,inventiveness,greek,Simulation
dedalus,practicalIntelligence,greek,Simulation
deepRedCarnation,myPoorHeart,flowerLanguage,Simulation
deer,fairyCattle,celtic,Simulation
deer,guideOfSoulsToTheUnderworld,celtic,Simulation
deer,loveSicknessAsOneOfTheThreeSenselessCreaturesOfChineseBuddhism,buddhist,Simulation
deer,officialSuccess,chinese,Simulation
deer,reincarnatedHumanSouls,panche,Simulation
deer,sacredToArtemisDianaAthenaMinervaAphroditeVenusApollo,grecoRoman,Simulation
deer,sacredToIsisAtPhocis,egyptian,Simulation
deer,steedOfVayu,hindu,Simulation
deer,supernaturalAnimalOfTheFairyWorld,celtic,Simulation
dayStar,christ,christian @ generalOrUnknown,Simulation
deaconCarryingProcessionalCross,stLaurence,christian,Simulation
deaconWithBrokenFetters,stLeonard,christian,Simulation
deaconWithStones,stStephen,christian,Simulation
deadChild,stZenobius,christian,AttributeSimulation
deadLeaf,autumn,generalOrUnknown,Simulation
deadLeaf,death,generalOrUnknown,Simulation
deadLeaf,decay,generalOrUnknown,Simulation
deadLeaf,sadness,generalOrUnknown,Simulation
deadlyNightshadeBelladonna,death,generalOrUnknown,Simulation
deadlyNightshadeBelladonna,silence,flowerLanguage,Simulation
deadRook,sunset,egyptian,Simulation
death,deathPersonified,generalOrUnknown,Simulation
death,dematerialization,generalOrUnknown,Simulation
death,north,mongolian,AssociationSimulation
death,omniscience,generalOrUnknown,Simulation
death,theArchangelAzrael,islamic,AssociationSimulation
deathTarot,ambivalence,generalOrUnknown,Simulation
deathTarot,creation,generalOrUnknown,Simulation
deathTarot,decomposition,generalOrUnknown,Simulation
deathTarot,dematerialization,generalOrUnknown,Simulation
deathTarot,destruction,generalOrUnknown,Simulation
deathTarot,melancholy,generalOrUnknown,Simulation
deathTarot,rebirth,generalOrUnknown,AssociationSimulation
deathTarot,regeneration,generalOrUnknown,AssociationSimulation
deathTarot,strength,generalOrUnknown,Simulation
deathTarot,transformation,generalOrUnknown,Simulation
december,capricorn,generalOrUnknown,AssociationSimulation
december,coldness,generalOrUnknown,Simulation
december,gloom,generalOrUnknown,Simulation
december,oldAge,generalOrUnknown,Simulation
december,saturnPlanet,generalOrUnknown,AssociationSimulation
decoration,sublimation,generalOrUnknown,Simulation
dedalus,cleverness,greek,Simulation
dedalus,ingenuity,greek,Simulation
deepness,chaos,generalOrUnknown,Simulation
deepness,hell,generalOrUnknown,Simulation
deepRedRose,martyrdom,flowerLanguage,Simulation
deer,autumn,generalOrUnknown,Simulation
deer,conductorOfSoulsOfTheDead,uralAltaic,Simulation
deer,dianaMythology,roman,Simulation
deer,divineMessenger,celtic,Simulation
deer,fleetness,generalOrUnknown,Simulation
deer,fukurokuju,japanese,AttributeSimulation
deer,harmony,heraldic,Simulation
crownOrWreathOfOakLeaves,awardForVictoryInThePythianGames,grecoRoman,Simulation
crutch,assistance,generalOrUnknown,Simulation
crutch,beggars,generalOrUnknown,AttributeSimulation
cuckoo,aino,finnish,EmblematicSimulation
cuckoo,aKinglyBird,phoenician,Simulation
cuckoo,bringingTheDeadBackToLife,siberian,AssociationSimulation
cupid,aBow,generalOrUnknown,Simulation
dumbness,aProphet,generalOrUnknown,Simulation
dumbness,InabilityToSpeakTheEarlyStagesOfCreation,generalOrUnknown,Simulation
dummyMannequin,alterEgo,generalOrUnknown,Simulation
dung,anEqualizerOfVariousClasses,generalOrUnknown,Simulation
dwarf,aKaukas,lithuanian,Simulation
dwarf,amoralForcesOfNature,generalOrUnknown,Simulation
dwarf,blacksmithing,generalOrUnknown,AssociationSimulation
dwarf,caves,generalOrUnknown,AssociationSimulation
dyingFemaleWarriorInArmorAttendedByAMaleWarrior,clorindaAndTancredRespectively,italian,Simulation
e,catalysis,generalOrUnknown,AssociationSimulation
duck,connubialLove,generalOrUnknown,Simulation
duck,felicityBeauty,chinese @ japanese,Simulation
duck,freedomFromWorry,generalOrUnknown,Simulation
duck,isisBringingForthTheSun,egyptian,AssociationSimulation
duck,itsMeatWasConsideredAnAphrodisiac,generalOrUnknown,Simulation
duck,loveOfKnowledgeOfProfoundMysteries,generalOrUnknown,Simulation
duckAndDrakeTogether,mutualConsideration,chinese @ japanese,Simulation
duckingStool,implementForThePunishmentAndOrShamingOfWomen,generalOrUnknown,Simulation
duckingStool,punishmentOfAScold,generalOrUnknown,Simulation
dumbness,inabilityToExpressLoveFromWithin,generalOrUnknown,Simulation
dumbness,sometimesAnIndicationThatAPersonHasCompensatoryPowers,generalOrUnknown,Simulation
dummyMannequin,anImageOfTheSoul,generalOrUnknown,Simulation
dummyMannequin,falseBelief,generalOrUnknown,Simulation
dummyMannequin,falseRepresentation,generalOrUnknown,Simulation
dung,offensivenessEspeciallyToGhosts,generalOrUnknown,Simulation
durga,lifeInConstantAndViolentRegeneration,hindu,Simulation
dust,somethingForgottenOrNeglected,generalOrUnknown,Simulation
dust,theBeginningAndTheEndOfMan,generalOrUnknown,Simulation
dust,theGreatEqualizer,generalOrUnknown,Simulation
dust,theUnstableLowerMind,generalOrUnknown,Simulation
dwarf,fialar,teutonic,Simulation
dwarf,frankSpeech,generalOrUnknown,AssociationSimulation
dwarf,godsOfTheUnderworld,generalOrUnknown,AssociationSimulation
dwarf,hiddenForcesOfNature,generalOrUnknown,Simulation
dwarf,occasionalDepictionOfHephaestusVulcan,grecoRoman,Simulation
dwarf,possessorOfSupernaturalPowers,generalOrUnknown,Simulation
dwarf,speakingTheTruth,generalOrUnknown,AssociationSimulation
dwarf,theFatherSpirit,generalOrUnknown,Simulation
dwarf,theMalignantRiverGod,japanese,Simulation
dwarf,theUnderdeveloped,generalOrUnknown,Simulation
dwarf,uncontrolledOutburstOfTheUnconscious,generalOrUnknown,Simulation
dwarf,vamana,hindu,Simulation
dwarfBlacksmith,regin,norse,Simulation
dwarfKing,andvari,norse,Simulation
dwarfKing,hreidmar,norse,Simulation
dwarfUnderTheFootOfShiva,humanIgnorance,hindu,Simulation
dynamo,technology,generalOrUnknown,Simulation
e,intellectualCharacter,generalOrUnknown,AssociationSimulation
e,munificence,generalOrUnknown,AssociationSimulation
e,occasionalRomanNumeralFor250,medieval,Simulation
e,theArchpriest,tarot,Simulation
duck,deceit,generalOrUnknown,Simulation
duck,fidelity,generalOrUnknown,Simulation
duck,idleChatter,generalOrUnknown,Simulation
duck,immortality,jewish,Simulation
duck,lying,generalOrUnknown,Simulation
duck,mediatorBetweenEarthAndSky,amerindian,Simulation
duck,resourcefulness,heraldic,Simulation
duck,superficiality,generalOrUnknown,Simulation
duck,volubility,generalOrUnknown,Simulation
duckAndDrakeTogether,fidelity,chinese @ japanese,Simulation
duckAndDrakeTogether,theUnionOfLovers,chinese @ japanese,Simulation
dullYellow,deceitfulness,generalOrUnknown,Simulation
dung,worthlessness,generalOrUnknown,Simulation
dungBeetle,khepri,egyptian,Simulation
dungBeetle,leprosy,irish,Simulation
dungBeetle,sin,irish,Simulation
dungBeetle,slander,irish,Simulation
dusk,death,generalOrUnknown,Simulation
dusk,endOfACycle,generalOrUnknown,Simulation
dust,death,generalOrUnknown,Simulation
dust,decay,generalOrUnknown,Simulation
dust,disintegration,generalOrUnknown,Simulation
dust,drought,generalOrUnknown,Simulation
dust,famine,generalOrUnknown,Simulation
dust,foodOfTheDamnedInAralu,babylonian,Simulation
dust,mourning,generalOrUnknown,Simulation
dust,returnToThePrimordialState,generalOrUnknown,Simulation
dust,thePassageOfTime,generalOrUnknown,Simulation
dust,worthlessness,generalOrUnknown,Simulation
dustAndAshes,deepHumiliation,generalOrUnknown,Simulation
dustAndAshes,mourning,generalOrUnknown,Simulation
dustAndAshes,penitence,generalOrUnknown,Simulation
dwarf,abnormality,generalOrUnknown,Simulation
dwarf,aGoodOmen,generalOrUnknown,Simulation
dwarf,bes,egyptian,Simulation
dwarf,ignorance,generalOrUnknown,Simulation
dwarf,inferiority,generalOrUnknown,Simulation
dwarf,instinct,generalOrUnknown,AssociationSimulation
dwarf,intuition,generalOrUnknown,AssociationSimulation
dwarf,theInstincts,generalOrUnknown,Simulation
dwarf,theUnconscious,generalOrUnknown,Simulation
dwarf,theUnexpected,generalOrUnknown,Simulation
dwarf,unpredictability,generalOrUnknown,Simulation
dwarfStandingOnOneFoot,wenChang,chinese,AttributeSimulation
dwarfSunflower,adoration,flowerLanguage,Simulation
carnelian,charm,generalOrUnknown,Simulation
carnelian,charm,generalOrUnknown,Simulation
cupola,celestialVault,generalOrUnknown,Simulation
cupola,celestialWorld,generalOrUnknown,Simulation
crownOfWildOlives,prizeForWinnersAtTheOlympicGames,grecoRoman,Simulation
crownOnTheCentralTemplePillar,divineGlory,hindu,Simulation
crownOnTheCentralTemplePillar,thePassageToHeaven,hindu,Simulation
crownOrWreathOfOakLeaves,lifesaving,grecoRoman,Simulation
crownOrWreathOfParsley,increasedCheerfulnessAndAppetite,grecoRoman,Simulation
crownWithStrawberryLeaves,aDuke,english,AttributeSimulation
crucible,placeOfInitiationFormation,generalOrUnknown,Simulation
crucible,placeOfSevereTesting,generalOrUnknown,Simulation
crucible,theAlchemistPersonified,generalOrUnknown,AttributeSimulation
crustOfBread,somethingValueless,generalOrUnknown,Simulation
crutch,hiddenOrShamefulSupport,generalOrUnknown,Simulation
crutch,moralShortcoming,generalOrUnknown,Simulation
crutch,nasiree,islamic,AssociationSimulation
crutch,ssAnthonyTheGreatEspeciallyWithABellOnIt,christian,AttributeSimulation
crutch,temporaryHandicap,generalOrUnknown,Simulation
crutch,thoseWhoCareForTheAgedOrCrippled,christian,EmblematicSimulation
crystalBall,fortuneTellers,generalOrUnknown,AttributeSimulation
crystalBall,theWorldOfTheLightOfGod,christian,Simulation
cuckoo,cuckoldry,generalOrUnknown,Simulation
cuckoo,emblemOnTheScepterOfKings,phoenician,Simulation
cuckoo,messengerOfNight,japanese,Simulation
cuckoo,parasitism,generalOrUnknown,Simulation
cuckoo,rainMaker,hindu,Simulation
cuckoo,theEternalBachelor,generalOrUnknown,Simulation
cuckoo,theFrivolous,generalOrUnknown,Simulation
cuckoo,theSunHiddenByClouds,hindu,Simulation
cuckoo,usurpation,generalOrUnknown,Simulation
cuckoo,wedlock,greek,Simulation
cupid,loveInTheFormOfACherubicNakedBoyWithWings,generalOrUnknown,Simulation
cupola,aPhallicSymbol,generalOrUnknown,Simulation
crownOfThorns,martyrs,christian,Simulation
crownOfThorns,maryMagdalene,christian,Simulation
crownOfThorns,roseOfLima,christian,Simulation
crownOfThorns,ssCatherineOfSiena,christian,Simulation
crownOfThorns,veronica,christian,Simulation
crownOfWildOlives,zeusJupiter,grecoRoman,AttributeSimulation
crownOnTheCentralTemplePillar,theCelestialWorld,hindu,Simulation
crownOrWreathOfParsley,panFaunus,grecoRoman,AttributeSimulation
crownOrWreathOfParsley,victoryAtTheNemeanGames,grecoRoman,Simulation
crucible,theFemininePrinciple,generalOrUnknown,Simulation
crucible,theMatrix,alchemic,Simulation
crucible,woman,alchemic,Simulation
crucible,womb,generalOrUnknown,Simulation
crucifixAndSkull,stCharlesBorromeo,christian,AttributeSimulation
crustOfBread,deprivation,generalOrUnknown,Simulation
crustOfBread,poverty,generalOrUnknown,Simulation
crutch,cronusSaturn,grecoRoman,AttributeSimulation
crutch,fatherTime,generalOrUnknown,AttributeSimulation
crutch,greatAge,generalOrUnknown,Simulation
crutch,hephaestusVulcan,grecoRoman,AttributeSimulation
crutch,johnGualberto,christian,AttributeSimulation
crutch,maurus,christian,AttributeSimulation
crutch,misfortune,generalOrUnknown,Simulation
crutch,romuald,christian,AttributeSimulation
crux,australia,generalOrUnknown,Simulation
crux,brazil,generalOrUnknown,Simulation
crux,newZealand,generalOrUnknown,Simulation
crux,papuaNewGuinea,generalOrUnknown,Simulation
crux,samoa,generalOrUnknown,Simulation
crystalBall,divineLight,generalOrUnknown,Simulation
crystalBall,entranceToAnotherWorld,generalOrUnknown,Simulation
crystalBall,immortality,generalOrUnknown,Simulation
cubicStone,stability,generalOrUnknown,Simulation
cubicStone,staticPerfection,generalOrUnknown,Simulation
cubitMeasuringRod,justice,egyptian,Simulation
cubitMeasuringRod,order,egyptian,Simulation
cubitMeasuringRod,thoth,egyptian,AttributeSimulation
cubitMeasuringRod,truth,egyptian,Simulation
cuckoo,april,generalOrUnknown,AssociationSimulation
cuckoo,deception,generalOrUnknown,Simulation
cuckoo,desolation,finnish,Simulation
cuckoo,egoism,generalOrUnknown,Simulation
cuckoo,foolishness,generalOrUnknown,Simulation
cuckoo,heraldOfSpring,generalOrUnknown,Simulation
cuckoo,infidelity,generalOrUnknown,Simulation
cuckoo,insanity,generalOrUnknown,Simulation
cuckoo,jealousy,generalOrUnknown,Simulation
cuckoo,selfishness,generalOrUnknown,Simulation
cuckoo,spring,siberian,AssociationSimulation
cuckoo,tears,finnish,Simulation
cuckoo,theAdministrationOfJustice,siberian,AssociationSimulation
cuckoo,theDevil,generalOrUnknown,Simulation
cuckoo,unrequitedLove,japanese,Simulation
cupid,arrow,generalOrUnknown,Simulation
cupOfSalvation,thanksgiving,jewish,Simulation
cupOfSalvation,worship,jewish,Simulation
cuckoo,hera,greek,AttributeSimulation @ Simulation
crystalBall,karaShishiChineseLion,chinese,AttributeSimulation
crystalBall,violetDragon,japanese,AttributeSimulation
crystalBall,dragon,japanese,AttributeSimulation
crystalBall,purity,japanese,Simulation
dragonWithABallUnderItsFoot,enlightenment,taoist @ buddhist,Simulation
dragonWithABallUnderItsFoot,wisdom,buddhist @ taoist,Simulation
dragonfly,japan,japanese,EmblematicSimulation
dragonfly,martialSuccess,japanese,Simulation
dragonfly,regeneration,generalOrUnknown,Simulation
dragonfly,soulOfTheDead,generalOrUnknown,Simulation
dragonfly,strength,japanese,Simulation
dragonfly,swiftness,amerindian,Simulation
dragonfly,unreliability,japanese,Simulation
diamondGem,healing,generalOrUnknown,Simulation
diamondGem,protection,generalOrUnknown,Simulation
diamondGem,reconciliation,generalOrUnknown,Simulation
diamondGem,spirituality,generalOrUnknown,Simulation
doubleSpiral,androgyny,chinese @ generalOrUnknown,Simulation
doubleWalnut,charm,italian,ProtectionSimulation
emerald,witchcraftWhenBoundOnTheLeftArm,folkloric,ProtectionSimulation
emerald,wouldSetPrisonersFreeIfItHadBeenConsecrated,folkloric,ProtectionSimulation
doubleWalnut,theEvilEye,italian,ProtectionSimulation
dollar,commercialism,generalOrUnknown,Simulation
dolphin,alphaOmegaEpsilon,heraldic,Simulation
dolphin,bearerOfSoulsToTheNextWorld,generalOrUnknown,Simulation
dolphin,christAsASaviorAndGuideOfSoulsOverTheWatersOfDeath,christian,Simulation
doe,hind,generalOrUnknown,Simulation
dogBeingDevouredByAWolf,thePurificationOfGoldUsingAntimony,alchemic,Simulation
dogRose,pleasureAndPain,flowerLanguage,Simulation
dogsOfHades,theGloomOfDawnAndDuskWhichAreDangerousAndDemonicTimes,grecoRoman,Simulation
dogWithFourEyes,theGloomOfDawnAndDusk,hindu,Simulation
dogWithPreyInItsPaws,allDevouringDeath,generalOrUnknown,Simulation
dolmen,sunAltar,druidic,Simulation
dolphin,arion,grecoRoman,AttributeSimulation
dolphin,conductorOfSoulsToTheIslesOfTheBlessed,grecoRoman,Simulation
dolphin,deathAndHomageToTheDead,generalOrUnknown,RelatednessSimulation
dolphin,loveOfMusic,heraldic,Simulation
dolphin,messengerBetweenWorlds,amerindian,Simulation
dolphin,mithrasAsTheGodOfLight,mithraic,AssociationSimulation
dolphin,oceanus,grecoRoman,Simulation
dolphin,sacredToMoonGoddesses,generalOrUnknown,Simulation
dolphin,seafarers,heraldic,Simulation
dolphin,seaTowns,heraldic,Simulation
dolphin,society,generalOrUnknown,Simulation
dolphin,soulsOfReformedPirates,grecoRoman,Simulation
dolphin,telemachus,grecoRoman,AttributeSimulation
dolphin,theChristianFaithUsedPrimarilyInTheEarlyChurch,christian,Simulation
dolphin,theHighestOrderOfFish,generalOrUnknown,Simulation
dolphin,theOldestSonOfTheKingOfFrance,french,EmblematicSimulation
dolphin,thePersonificationsOfWater,generalOrUnknown,AttributeSimulation
dolphin,wellworship,celtic,AssociationSimulation
dolphin,youthBothTheLatterUsuallyShownRidingADolphin,generalOrUnknown,AttributeSimulation
dolphin,youthSPleasantWantonness,generalOrUnknown,Simulation
dodo,worthlessness,generalOrUnknown,Simulation
doe,fidelity,generalOrUnknown,Simulation
doe,timidity,generalOrUnknown,Simulation
doe,wildness,generalOrUnknown,Simulation
dogAndWolf,theDualNatureOfMercurius,alchemic,Simulation
dogAndWolf,theNous,alchemic,Simulation
dogHeadedGod,anubis,egyptian,Simulation
dogHowlingNearADwelling,deathOmen,islamic,Simulation
dogRose,simplicity,flowerLanguage,Simulation
dogs,hecate,greek,Simulation
dogWithAFlamingTorchInItsMouthOrSpittingFire,stDominic,christian,AttributeSimulation
dogWithFourEyes,yama,hindu,Simulation
dogwoodBlossoms,theCrucifixionOfChrist,christian,Simulation
dollar,greed,generalOrUnknown,Simulation
dolmen,entranceToTheUnderworld,generalOrUnknown,Simulation
dolmen,theFemininePrinciple,generalOrUnknown,Simulation
dolphin,affection,heraldic,Simulation
dolphin,anguilla,generalOrUnknown,Simulation
dolphin,aphrodite,greek,Simulation
dolphin,aphroditeVenus,grecoRoman,AttributeSimulation
dolphin,apollo,grecoRoman,AttributeSimulation
dolphin,astarte,sumeroSemitic,AttributeSimulation
dolphin,atargatis,sumeroSemitic,AttributeSimulation
dolphin,barbados,generalOrUnknown,Simulation
dolphin,charity,heraldic,Simulation
dolphin,deltaDeltaDelta,heraldic,Simulation
dolphin,deltaOmegaEpsilon,heraldic,Simulation
dolphin,diligence,heraldic,Simulation
dolphin,dionysusBacchus,grecoRoman,AttributeSimulation
dolphin,divination,generalOrUnknown,Simulation
dolphin,eaOannes,sumeroSemitic,Simulation
dolphin,erosCupid,grecoRoman,AttributeSimulation
dolphin,fertility,generalOrUnknown,Simulation
dolphin,fortune,generalOrUnknown,AttributeSimulation
dolphin,freyja,norse,AttributeSimulation
dolphin,greece,generalOrUnknown,Simulation
dolphin,harbingerOfRain,generalOrUnknown,Simulation
dolphin,hathor,egyptian,AttributeSimulation
dolphin,ishtar,sumeroSemitic,AttributeSimulation
dolphin,isis,egyptian,AttributeSimulation
dolphin,jonah,jewish,AttributeSimulation
dolphin,malta,generalOrUnknown,Simulation
dolphin,marriage,egyptian,Simulation
dolphin,mother,generalOrUnknown,Simulation
dolphin,mysticCenter,generalOrUnknown,Simulation
dolphin,neptuneMythology,roman,Simulation
dolphin,poseidon,greek,Simulation
dolphin,poseidonNeptune,grecoRoman,AttributeSimulation
dolphin,prudence,generalOrUnknown,Simulation
doubleSpiral,divinePotentialContainingAllOpposites,chinese,Simulation
doubleSpiral,emperorAndEmpress,chinese,Simulation
doubleSpiral,evolutionAndInvolution,generalOrUnknown,Simulation
doubleSpiral,involutionAndEvolution,chinese,Simulation
doubleSpiral,lifeAndDeath,generalOrUnknown,Simulation
doubleSpiral,macrocosmAndMicrocosm,chinese,Simulation
doubleSpiral,shaktaAndShakti,generalOrUnknown,Simulation
dolphin,love,generalOrUnknown @ heraldic,Simulation
dolphin,salvation,christian @ generalOrUnknown,Simulation
christBearingACross,IgnatiusOfLoyola,generalOrUnknown,Simulation
christBearingACross,SsGregoryTheGreat,generalOrUnknown,Simulation
christIncliningHisHeadTo,JohnGualberto,generalOrUnknown,Simulation
christIncliningHisHeadTo,SsMargaretOfCortona,generalOrUnknown,Simulation
christWithABanner,andAppearancesOnEarthAfterTheResurrectionAndBeforeTheAscension,christian,Simulation
christWithBasketsOfBread,000,christian,Simulation
christWithBasketsOfBread,christSFeedingOfTheFiveThousand,christian,Simulation
chrysalis,aFleetingStateBetweenTwoStagesOfBeing,generalOrUnknown,Simulation
cinquefoilPlant,belovedDaughter,flowerLanguage,Simulation
cotton,2ndWeddingAnniversaries,generalOrUnknown,AssociationSimulation
coyote,aFormOfQuetzalcoatl,aztecan,Simulation
chough,watchfulOfFriends,heraldic,Simulation
chrism,conformation,christian,Simulation
chrism,unction,christian,Simulation
christmas,renewalOfLoveAndHope,christian,Simulation
christmasRose,tranquillizeMyAnxiety,flowerLanguage,Simulation
christmasTree,treeOfParadise,generalOrUnknown,Simulation
christWithABanner,refersToHisRisingFromTheGrave,christian,Simulation
christWithBasketsOfBread,feedingOfThe5,christian,Simulation
chrysalis,passiveAndBlindObedienceToTheLawsOfNature,generalOrUnknown,Simulation
chrysalis,theSoulLeavingTheBody,generalOrUnknown,Simulation
chrysoberyl,patienceInSorrow,generalOrUnknown,Simulation
chrysoberyl,stoneForAn18ThWeddingAnniversary,generalOrUnknown,Simulation
chrysoprase,thePlanetsVenus,generalOrUnknown,AssociationSimulation
churchModelBeingCarried,ssGregory,christian,AttributeSimulation
churchOnARock,securelyFoundedOnTheRockOfFaith,christian,Simulation
churchOnARock,theWholeChurch,christian,Simulation
churning,theChurningOfTheWatersWithTheWorldAxleProducedCreation,hindu,Simulation
cincture,contemptForTheWorld,generalOrUnknown,Simulation
cincture,patientSuffering,generalOrUnknown,Simulation
cincture,preparationForService,generalOrUnknown,Simulation
cincture,theScourgingOfChrist,christian,Simulation
cinderella,theRealizationOfOneSHigherSelf,generalOrUnknown,Simulation
cinquefoilPlant,maternalAffection,flowerLanguage @ generalOrUnknown,Simulation
circe,dangerousAttraction,greek,Simulation
circe,desireLeadingToGoodOrEvil,greek,Simulation
corset,societyHamperingDevelopmentOfThePsyche,generalOrUnknown,Simulation
cotton,especiallyAnteBellum,american,EmblematicSimulation
cottonBlossoms,wellbeing,generalOrUnknown,Simulation
chrism,baptism,christian,Simulation
chrism,dedication,christian,Simulation
chrism,ordination,christian,Simulation
chrism,stCatherineOfSiena,christian,AttributeSimulation
christmas,godSLove,christian,Simulation
christmasRose,theNativityOfChrist,flowerLanguage,Simulation
christmasTree,immortality,generalOrUnknown,Simulation
christmasTree,rebirth,generalOrUnknown,Simulation
christmasTree,theCosmicTree,generalOrUnknown,Simulation
christmasTree,theNewYear,generalOrUnknown,Simulation
christmasTree,winterSolstice,generalOrUnknown,Simulation
christmasTreeCandles,heavenlyBodies,generalOrUnknown,Simulation
christmasTreeCandles,souls,generalOrUnknown,Simulation
christmasTreeLights,heavenlyBodies,generalOrUnknown,Simulation
christmasTreeLights,souls,generalOrUnknown,Simulation
christmasTreeLightsOrCandles,heavenlyBodies,generalOrUnknown,Simulation
christmasTreeLightsOrCandles,souls,generalOrUnknown,Simulation
christWithABanner,theDescentIntoHell,christian,Simulation
chronos,thePersonificationOfTime,grecoRoman,Simulation
chrysalis,balance,generalOrUnknown,Simulation
chrysalis,change,generalOrUnknown,Simulation
chrysalis,metamorphosis,generalOrUnknown,Simulation
chrysalis,organization,generalOrUnknown,Simulation
chrysalis,regeneration,generalOrUnknown,Simulation
chrysalis,resurrection,generalOrUnknown,Simulation
chrysalis,transformation,generalOrUnknown,Simulation
chrysalis,valor,generalOrUnknown,Simulation
chrysoberyl,patience,generalOrUnknown,Simulation
chrysolite,discretion,generalOrUnknown,Simulation
chrysolite,prudence,generalOrUnknown,Simulation
chrysolite,unrequitedLove,generalOrUnknown,Simulation
chrysolite,wisdom,generalOrUnknown,Simulation
chrysoprase,cancer,generalOrUnknown,AssociationSimulation
chrysoprase,confidence,generalOrUnknown,Simulation
chrysoprase,eloquence,generalOrUnknown,Simulation
chrysoprase,gaiety,generalOrUnknown,Simulation
chrysoprase,joy,generalOrUnknown,Simulation
chrysoprase,mercury,generalOrUnknown,AssociationSimulation
churchModelBeingCarried,jerome,christian,Simulation
churning,coition,generalOrUnknown,Simulation
churning,creation,generalOrUnknown,Simulation
churning,masturbation,generalOrUnknown,Simulation
churningButter,coition,generalOrUnknown,Simulation
churningButter,creation,generalOrUnknown,Simulation
churningButter,masturbation,generalOrUnknown,Simulation
cincture,chastity,generalOrUnknown,Simulation
cincture,continence,generalOrUnknown,Simulation
cincture,humility,generalOrUnknown,Simulation
cincture,selfRestraint,generalOrUnknown,Simulation
counterclockwiseSpiral,decrease,generalOrUnknown,Simulation
counterclockwiseSwastika,sometimesTheFeminine,generalOrUnknown,Simulation
counterclockwiseSwastika,theAutumnalSun,generalOrUnknown,Simulation
coveringMuchOfTheBody,secretMotives,generalOrUnknown,Simulation
coveringOneSFaceHeartOrFlanksWithFat,hardheartedness,generalOrUnknown,Simulation
coveringOneSFaceHeartOrFlanksWithFat,hubris,generalOrUnknown,Simulation
cowboy,controllerOfNature,generalOrUnknown,Simulation
cowboy,ruggedIndividuality,generalOrUnknown,Simulation
cowHorns,moonAndEarthGoddesses,generalOrUnknown,AssociationSimulation
cowry,giverOfLife,generalOrUnknown,Simulation
cowry,lifeAndDeath,funeralArt,Simulation
cowry,protectsAgainstTheEvilEye,generalOrUnknown,Simulation
