symbol,label
blue,blue
blue,blue
blue,blue
blueAngel,blue angel
blueBeads,blue beads
blueBeard,blue beard
blueBladedFlamingSpearWithTwoEyes,blue-bladed flaming spear with two eyes
blueBoat,blue boat
bluecoloredGlass,bluecolored glass
bluecoloredGlasses,bluecolored glasses
blueColoredGlasses,blue-colored glasses
blueDahlia,blue dahlia
blueDragon,blue dragon
blueDrops,blue drops
blueHyacinth,blue hyacinth
blueLance,blue lance
blueMountain,blue mountain
blueSapphire,blue sapphire
blueSapphireMountain,blue sapphire mountain
blueScarf,blue scarf
blueScarfTrimmedWithRed,blue scarf trimmed with red
blueSkyWithAWhiteSun,Blue Sky with a White Sun
blueSkyWithAWhiteSun,Blue Sky with a White Sun
blueSpinel,blue spinel
blueStarTattoo,blue star tattoo
blueStone,blue stone
blueSwastika,blue swastika
blueThetaOnTheShoulder,blue theta on the shoulder
blueTopaz,blue topaz
blueVeil,blue veil
blueWolf,blue wolf
blueZircon,blue zircon
bluntedSword,blunted sword
bluntSpear,blunt spear
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
boar,boar
ant,ant
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleFruit,apple (fruit)
appleInAdamSHand,apple in Adam’s hand
appleInTheVirginMarySHand,apple in the Virgin Mary’s hand
appleTreeBough,apple tree bough
apricot,apricot
apricot,apricot
apricot,apricot
apricot,apricot
apricot,apricot
apricot,apricot
apricotFlower,apricot flower
aquaticMonster,aquatic monster
araratMount,"Ararat, Mount"
araratMount,"Ararat, Mount"
arc,arc
arc,arc
arcadia,Arcadia
arcadia,Arcadia
arch,arch
arch,arch
arch,arch
arch,arch
arch,arch
arch,arch
arch,arch
arch,arch
archangel,archangel
archangel,archangel
archangelCoveredInFire,archangel covered in fire
archangelWithGreenWings,archangel with green wings
archangelWithWalletStaffAndGourdOrFish,"archangel with wallet, staff and gourd or fish"
archedGate,arched gate
archer,archer
archer,archer
archerThreateningWoman,archer threatening woman
arcturus,Arcturus
arcturus,Arcturus
arecaceae,Arecaceae
arecaceae,Arecaceae
ark,ark
ark,ark
ark,ark
ark,ark
ark,ark
ark,ark
ark,ark
ark,ark
ark,ark
ark,ark
arkansaCoreopsis,arkansa coreopsis
arkOfIsis,Ark of Isis
armBehindTheBack,arm behind the back
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armor,armor
armorWithRedCross,armor with red cross
armsBody,arms (body)
armsBody,arms (body)
armsBody,arms (body)
armsBody,arms (body)
armsBody,arms (body)
armsBody,arms (body)
armsBody,arms (body)
armyOfRavens,army of ravens
arrivalOfADog,arrival of a dog
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
arrow,arrow
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
boar,Boar
bird,bird
bird,bird
bird,bird
bird,bird
bird,bird
bird,bird
birdCage,bird cage
birdCage,bird cage
birdWithABeardedWomanSHead,bird with a bearded woman’s head
birdWithADogSHead,bird with a dog’s head
birdWithAWomanSHead,bird with a woman’s head
birdWithAWomanSHeadAndAFlute,bird with a woman’s head and a flute
bishamon,Bishamon
bishamon,Bishamon
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
blackAngel,black angel
blackBean,black bean
blackBear,black bear
blackBeardedKingCarryingOffAMaidInHisChariot,black bearded king carrying off a maid in his chariot
blackBryony,black bryony
blackCassockWithSquareHat,black cassock with square hat
blackClothes,black clothes
blackClouds,black clouds
blackCow,black cow
blackDogWithWhitePatchesAboveTheEyes,black dog with white patches above the eyes
blackDress,black dress
blackFox,black fox
blackGlobe,black globe
blackHabit,black habit
blackHandOrSpot,black hand or spot
blackHood,black hood
blackHorseVedic,black horse (Vedic)
blackJasper,black jasper
blackOrWhiteRooster,black or white rooster
blackPebble,black pebble
blackPine,black pine
blackScarf,black scarf
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmith,blacksmith
blacksmithShoeingAHorseHavingFirstRemovedItsLeg,"blacksmith shoeing a horse, having first removed its leg"
blackSpecks,black specks
blackStairs,black stairs
blackStarOfAfrica,Black Star of Africa
blackStarOfAfrica,Black Star of Africa
blackStones,black stones
blackSwine,black swine
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
bloodstone,bloodstone
bloodstone,bloodstone
bloodstone,bloodstone
cedar,cedar
cedar,cedar
cedar,cedar
cedar,cedar
centaur,centaur
centaur,centaur
centaur,Centaur
centaur,Centaur
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chalice,Chalice
chaliceOfAnAlcoholicDrinkHandedToAKingElectByAMaiden,chalice of an alcoholic drink handed to a king elect by a maiden
chaliceOnAClosedBookWithAStole,chalice on a closed book with a stole
chaliceWithRaysOfLight,chalice with rays of light
chaliceWithSerpent,chalice with serpent
chaliceWithSpider,chalice with spider
chaliceWithStaff,chalice with staff
chaliceWithWafer,chalice with wafer
chami,Chami
chamian,Chamian
changingClothes,changing clothes
changingHats,changing hats
changingMoon,changing moon
changingToGold,changing to gold
chaplet,chaplet
chaplet,chaplet
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
chariot,Chariot
coatOfArmsOfGuernsey,Coat of arms of Guernsey
coatOfArmsOfGuinea,Coat of arms of Guinea
coatOfArmsOfGuyana,Coat of arms of Guyana
coatOfArmsOfHaiti,Coat of arms of Haiti
coatOfArmsOfHonduras,Coat of arms of Honduras
coatOfArmsOfHungary,Coat of arms of Hungary
coatOfArmsOfIceland,Coat of arms of Iceland
coatOfArmsOfIraq,Coat of arms of Iraq
coatOfArmsOfIvoryCoast,Coat of arms of Ivory Coast
coatOfArmsOfJamaica,Coat of arms of Jamaica
coatOfArmsOfJordan,Coat of arms of Jordan
coatOfArmsOfKenya,Coat of arms of Kenya
coatOfArmsOfKiribati,Coat of arms of Kiribati
coatOfArmsOfLabrador,Coat of arms of Labrador
coatOfArmsOfLaGuajiraDepartment,Coat of arms of La Guajira Department
coatOfArmsOfLatvia,Coat of arms of Latvia
coatOfArmsOfLebanon,Coat of arms of Lebanon
coatOfArmsOfLesotho,Coat of arms of Lesotho
arum,arum
arum,arum
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
ashTree,ash tree
asiaticRanunculus,Asiatic ranunculus
aSilverKeyAndAGoldKey,a silver key and a gold key
asmodeus,Asmodeus
asmodeus,Asmodeus
asparagus,asparagus
asparagus,asparagus
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspen,aspen
aspenLeaves,aspen leaves
asperges,asperges
asperges,asperges
asperges,asperges
asperges,asperges
aspergesWithWaterPot,asperges with water pot
assAndMillstone,ass and millstone
assaultingACastle,assaulting a castle
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assEaredMan,ass-eared man
branchAndLeaves,branch and leaves
branchesOfFloweringBroom,branches of flowering broom
branchWithThorns,branch with thorns
brandedHand,branded hand
brass,brass
brass,brass
brass,brass
brass,brass
brassBackedBird,brass-backed bird
brassBull,brass bull
brassFeet,brass feet
brassGate,brass gate
brassOx,brass ox
brassSerpent,brass serpent
brazenLadder,brazen ladder
brazier,brazier
brazierWithWoodAndKnife,brazier with wood and knife
brazilian,Brazilian
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
ashTree,ash tree
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assDonkey,ass (donkey)
assSkinCoatOrCloak,ass skin coat or cloak
asSupporters,as supporters
assWithAMillstone,ass with a millstone
assWithTwoBurdens,ass with two burdens
assyria,Assyria
assyrianBabylonian,"Assyrian, Babylonian"
astaroth,Astaroth
astaroth,Astaroth
at60Degrees,at 60 degrees
at90Degrees,at 90 degrees
atlantis,Atlantis
atlantis,Atlantis
atTheBaseOfAChorten,at the base of a chorten
audumla,Audumla
aureole,aureole
auricula,auricula
australianRose,Australian rose
austrianCrownJewels,Austrian Crown Jewels
austrianCrownJewels,Austrian Crown Jewels
autumnFan,Autumn fan
avalanche,avalanche
avalanche,avalanche
axeAndTrident,axe and trident
axeEmbeddedInACube,axe embedded in a cube
axeEmbeddedInAPyramid,axe embedded in a pyramid
axeEmbeddedInAStone,axe embedded in a stone
axeEmbeddedInMonkSHead,axe embedded in monk’s head
axeHead,axe-head
axeWithOneOrTwoOars,axe with one or two oars
axeWithWoodAndBellows,axe with wood and bellows
azadirachtaIndica,Azadirachta indica
azadirachtaIndica,Azadirachta indica
azande,Azande
aziDahak,Azi-dahak
azureBlue,azure blue
b,B
b,B
b,B
b,B
b,B
b,B
b,B
b,B
b,B
b,B
b,B
babyTeeth,baby teeth
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badger,badger
badgerTracks,badger tracks
bagpipe,bagpipe
bagpipe,bagpipe
bagpipe,bagpipe
bagpipe,bagpipe
bagpipe,bagpipe
bagpipe,bagpipe
bagpipe,bagpipe
baking,baking
baking,baking
balances,balances
balances,balances
balances,balances
balances,balances
balances,balances
balances,balances
balances,balances
balances,balances
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
brass,brass
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
bread,Bread
breadAndWater,bread and water
breadWithChalice,bread with chalice
breaking,breaking
breaking,breaking
breaking,breaking
breakingAFuneralObject,breaking a funeral object
breakingAHorn,breaking a horn
breakingOneSScepter,breaking one’s scepter
breakingTheHost,breaking the Host
breakingTheHostInTheMass,breaking the Host in the mass
breastMilkFromAMuseFallingOnABookOrMusicalInstrument,breast milk from a Muse falling on a book or musical instrument
breastplate,breastplate
breastplate,breastplate
breastplate,breastplate
breastplate,breastplate
breastplate,breastplate
breastplate,breastplate
breastplate,breastplate
breastplate,breastplate
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breasts,breasts
breastsInAPlate,breasts in a plate
breath,breath
breath,breath
breath,breath
breath,breath
breath,breath
breath,breath
breath,breath
breath,breath
breath,breath
bricks,bricks
bricks,bricks
bricks,bricks
bricks,bricks
bricks,bricks
bricksAndWhip,bricks and whip
bridalRose,bridal rose
brideAndGroomTogether,bride and groom together
bridge,bridge
bridge,bridge
bridge,bridge
bridge,bridge
bridge,bridge
bridgeOfSevenArches,bridge of seven arches
bridle,bridle
BrittanySkeletonWithRevolvingHead,(Brittany) skeleton with revolving head
brokenArch,broken arch
brokenArrow,broken arrow
brokenBough,broken bough
brokenChalice,broken chalice
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
black,black
blackthorn,blackthorn
blackthorn,blackthorn
blackthorn,blackthorn
blackthornPyre,blackthorn pyre
blackWithDarkRed,black with dark red
bladder,bladder
bladder,bladder
blankOrYellowShield,blank or yellow shield
blazingHearth,blazing hearth
blindAndBeggingSoldier,blind and begging soldier
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfold,blindfold
blindfoldedHarpy,blindfolded harpy
blindfoldOfErosCupid,blindfold of Eros/Cupid
blindfoldOfFortunePersonified,blindfold of Fortune personified
blindfoldOfJusticePersonified,blindfold of Justice personified
blindfoldOfNemesisInvidia,blindfold of Nemesis/Invidia
blindManWithBayLaurelWreathAndOrTwoTabletsAndOrStringedInstrument,blind man with bay laurel wreath and/or two tablets and/or stringed instrument
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
blindness,blindness
